Year,Week,WeekX,Location,Sex,Age,Deaths
16,1,1,Hospital,F,0,3
16,2,2,Hospital,F,0,2
16,2,2,Hospital,M,0,2
16,3,3,Hospital,F,0,1
16,3,3,Hospital,M,0,2
16,4,4,Hospital,M,0,3
16,5,5,Hospital,F,0,1
16,5,5,Hospital,M,0,2
16,6,6,Home / Non-institution,M,0,1
16,6,6,Hospital,F,0,2
16,6,6,Hospital,M,0,3
16,7,7,Hospital,M,0,2
16,7,7,Hospital,F,0,5
16,8,8,Hospital,F,0,4
16,9,9,Home / Non-institution,F,0,1
16,9,9,Hospital,F,0,1
16,9,9,Hospital,M,0,3
16,10,10,Home / Non-institution,F,0,1
16,10,10,Hospital,F,0,2
16,10,10,Hospital,M,0,5
16,11,11,Hospital,F,0,1
16,11,11,Hospital,M,0,2
16,12,12,Home / Non-institution,M,0,1
16,12,12,Hospital,F,0,1
16,12,12,Hospital,M,0,3
16,13,13,Hospital,M,0,4
16,14,14,Care Home,M,0,1
16,14,14,Hospital,F,0,1
16,14,14,Hospital,M,0,2
16,15,15,Hospital,F,0,1
16,15,15,Hospital,M,0,2
16,16,16,Care Home,F,0,1
16,16,16,Home / Non-institution,M,0,1
16,16,16,Hospital,F,0,1
16,16,16,Hospital,M,0,1
16,17,17,Hospital,M,0,2
16,17,17,Hospital,F,0,3
16,18,18,Home / Non-institution,F,0,1
16,18,18,Hospital,F,0,1
16,18,18,Hospital,M,0,1
16,19,19,Hospital,F,0,2
16,19,19,Hospital,M,0,2
16,20,20,Hospital,M,0,2
16,21,21,Hospital,F,0,2
16,21,21,Hospital,M,0,2
16,22,22,Hospital,F,0,1
16,22,22,Hospital,M,0,3
16,23,23,Home / Non-institution,F,0,1
16,23,23,Hospital,F,0,1
16,23,23,Hospital,M,0,3
16,24,24,Hospital,M,0,2
16,25,25,Hospital,F,0,2
16,26,26,Hospital,M,0,1
16,26,26,Hospital,F,0,2
16,27,27,Hospital,M,0,1
16,27,27,Hospital,F,0,3
16,28,28,Home / Non-institution,F,0,1
16,28,28,Hospital,M,0,1
16,28,28,Hospital,F,0,3
16,29,29,Care Home,M,0,1
16,29,29,Hospital,M,0,2
16,29,29,Hospital,F,0,4
16,30,30,Hospital,M,0,1
16,30,30,Hospital,F,0,5
16,31,31,Hospital,M,0,1
16,32,32,Home / Non-institution,F,0,1
16,32,32,Hospital,M,0,1
16,33,33,Hospital,M,0,1
16,33,33,Hospital,F,0,2
16,34,34,Hospital,F,0,1
16,35,35,Hospital,F,0,1
16,35,35,Hospital,M,0,1
16,36,36,Hospital,F,0,1
16,36,36,Hospital,M,0,3
16,37,37,Hospital,F,0,1
16,37,37,Hospital,M,0,2
16,39,39,Hospital,F,0,1
16,39,39,Hospital,M,0,1
16,40,40,Hospital,F,0,1
16,41,41,Home / Non-institution,F,0,1
16,41,41,Hospital,M,0,1
16,43,43,Hospital,F,0,2
16,43,43,Hospital,M,0,2
16,44,44,Hospital,F,0,1
16,44,44,Hospital,M,0,1
16,45,45,Home / Non-institution,M,0,1
16,45,45,Hospital,M,0,2
16,46,46,Home / Non-institution,F,0,1
16,46,46,Hospital,F,0,1
16,46,46,Hospital,M,0,2
16,47,47,Hospital,M,0,1
16,47,47,Hospital,F,0,2
16,48,48,Hospital,F,0,3
16,48,48,Hospital,M,0,3
16,49,49,Hospital,F,0,1
16,49,49,Hospital,M,0,1
16,51,51,Hospital,F,0,1
16,51,51,Hospital,M,0,2
16,52,52,Care Home,F,0,1
16,52,52,Hospital,F,0,3
16,52,52,Hospital,M,0,4
17,1,53,Hospital,F,0,3
17,1,53,Hospital,M,0,3
17,2,54,Hospital,F,0,1
17,2,54,Hospital,M,0,1
17,3,55,Hospital,M,0,5
17,4,56,Hospital,F,0,1
17,4,56,Hospital,M,0,4
17,5,57,Care Home,M,0,1
17,5,57,Hospital,F,0,2
17,6,58,Hospital,F,0,4
17,7,59,Hospital,M,0,1
17,7,59,Hospital,F,0,2
17,8,60,Hospital,F,0,1
17,8,60,Hospital,M,0,2
17,9,61,Hospital,F,0,1
17,10,62,Care Home,F,0,1
17,10,62,Hospital,M,0,1
17,11,63,Hospital,F,0,1
17,11,63,Hospital,M,0,3
17,12,64,Hospital,F,0,1
17,12,64,Hospital,M,0,1
17,13,65,Hospital,F,0,2
17,13,65,Hospital,M,0,2
17,14,66,Hospital,F,0,1
17,14,66,Hospital,M,0,1
17,15,67,Hospital,F,0,2
17,15,67,Hospital,M,0,2
17,16,68,Hospital,F,0,2
17,16,68,Hospital,M,0,3
17,17,69,Hospital,F,0,2
17,18,70,Home / Non-institution,M,0,1
17,18,70,Hospital,M,0,2
17,18,70,Hospital,F,0,3
17,19,71,Hospital,M,0,3
17,19,71,Hospital,F,0,4
17,20,72,Home / Non-institution,M,0,1
17,20,72,Hospital,F,0,2
17,20,72,Hospital,M,0,2
17,21,73,Hospital,F,0,1
17,21,73,Hospital,M,0,1
17,22,74,Hospital,F,0,3
17,23,75,Hospital,F,0,1
17,23,75,Hospital,M,0,5
17,24,76,Hospital,M,0,2
17,25,77,Hospital,M,0,2
17,27,79,Hospital,F,0,2
17,27,79,Hospital,M,0,4
17,28,80,Hospital,M,0,1
17,29,81,Hospital,F,0,1
17,29,81,Hospital,M,0,1
17,30,82,Hospital,F,0,1
17,30,82,Hospital,M,0,1
17,31,83,Home / Non-institution,M,0,1
17,31,83,Hospital,F,0,1
17,31,83,Hospital,M,0,5
17,32,84,Hospital,M,0,1
17,32,84,Hospital,F,0,2
17,33,85,Hospital,M,0,1
17,33,85,Hospital,F,0,2
17,34,86,Home / Non-institution,M,0,1
17,34,86,Hospital,M,0,2
17,35,87,Hospital,F,0,1
17,36,88,Hospital,F,0,2
17,36,88,Hospital,M,0,3
17,37,89,Hospital,M,0,1
17,38,90,Hospital,M,0,5
17,39,91,Home / Non-institution,M,0,1
17,40,92,Home / Non-institution,F,0,1
17,40,92,Hospital,F,0,1
17,40,92,Hospital,M,0,1
17,41,93,Home / Non-institution,M,0,1
17,41,93,Hospital,F,0,1
17,41,93,Hospital,M,0,6
17,42,94,Care Home,F,0,1
17,42,94,Home / Non-institution,F,0,1
17,42,94,Hospital,F,0,1
17,42,94,Hospital,M,0,1
17,43,95,Home / Non-institution,M,0,1
17,44,96,Home / Non-institution,F,0,2
17,44,96,Hospital,M,0,1
17,44,96,Hospital,F,0,2
17,45,97,Hospital,F,0,1
17,45,97,Hospital,M,0,1
17,46,98,Hospital,F,0,2
17,46,98,Hospital,M,0,3
17,47,99,Hospital,F,0,2
17,47,99,Hospital,M,0,2
17,48,100,Hospital,F,0,1
17,48,100,Hospital,M,0,2
17,49,101,Hospital,F,0,1
17,49,101,Hospital,M,0,2
17,50,102,Hospital,M,0,1
17,50,102,Hospital,F,0,3
17,51,103,Care Home,M,0,1
17,51,103,Hospital,F,0,1
17,51,103,Hospital,M,0,1
17,52,104,Hospital,M,0,1
16,1,1,Hospital,F,1-14,1
16,1,1,Hospital,M,1-14,1
16,2,2,Home / Non-institution,M,1-14,1
16,2,2,Hospital,F,1-14,1
16,3,3,Hospital,M,1-14,1
16,4,4,Hospital,M,1-14,1
16,5,5,Hospital,F,1-14,1
16,5,5,Hospital,M,1-14,1
16,7,7,Hospital,M,1-14,2
16,8,8,Home / Non-institution,M,1-14,1
16,8,8,Hospital,F,1-14,1
16,9,9,Home / Non-institution,F,1-14,1
16,9,9,Hospital,F,1-14,1
16,9,9,Hospital,M,1-14,1
16,10,10,Hospital,M,1-14,2
16,12,12,Home / Non-institution,M,1-14,1
16,12,12,Hospital,F,1-14,1
16,12,12,Hospital,M,1-14,3
16,13,13,Care Home,F,1-14,1
16,13,13,Home / Non-institution,F,1-14,1
16,13,13,Hospital,F,1-14,1
16,13,13,Hospital,M,1-14,1
16,14,14,Hospital,M,1-14,1
16,15,15,Home / Non-institution,M,1-14,1
16,16,16,Home / Non-institution,F,1-14,1
16,16,16,Home / Non-institution,M,1-14,1
16,16,16,Hospital,M,1-14,1
16,16,16,Hospital,F,1-14,2
16,17,17,Home / Non-institution,F,1-14,1
16,17,17,Hospital,F,1-14,1
16,17,17,Hospital,M,1-14,1
16,18,18,Hospital,F,1-14,1
16,19,19,Care Home,M,1-14,1
16,19,19,Care Home,F,1-14,2
16,20,20,Hospital,M,1-14,1
16,21,21,Hospital,F,1-14,1
16,21,21,Hospital,M,1-14,1
16,22,22,Home / Non-institution,M,1-14,2
16,22,22,Hospital,F,1-14,1
16,23,23,Home / Non-institution,M,1-14,1
16,24,24,Home / Non-institution,M,1-14,1
16,24,24,Hospital,M,1-14,1
16,25,25,Care Home,M,1-14,1
16,25,25,Hospital,M,1-14,1
16,28,28,Home / Non-institution,F,1-14,1
16,28,28,Home / Non-institution,M,1-14,1
16,28,28,Hospital,F,1-14,1
16,28,28,Hospital,M,1-14,1
16,29,29,Home / Non-institution,M,1-14,1
16,30,30,Home / Non-institution,M,1-14,1
16,31,31,Hospital,M,1-14,1
16,32,32,Home / Non-institution,M,1-14,2
16,32,32,Hospital,F,1-14,1
16,33,33,Hospital,F,1-14,1
16,34,34,Home / Non-institution,M,1-14,1
16,34,34,Hospital,F,1-14,1
16,34,34,Hospital,M,1-14,2
16,35,35,Hospital,F,1-14,1
16,35,35,Hospital,M,1-14,1
16,36,36,Care Home,F,1-14,1
16,36,36,Hospital,F,1-14,1
16,36,36,Hospital,M,1-14,2
16,42,42,Home / Non-institution,F,1-14,2
16,42,42,Hospital,M,1-14,1
16,43,43,Home / Non-institution,M,1-14,1
16,43,43,Hospital,M,1-14,1
16,44,44,Home / Non-institution,F,1-14,1
16,44,44,Hospital,M,1-14,1
16,45,45,Home / Non-institution,F,1-14,2
16,46,46,Hospital,F,1-14,2
16,47,47,Hospital,M,1-14,1
16,48,48,Care Home,F,1-14,1
16,49,49,Hospital,F,1-14,2
16,49,49,Hospital,M,1-14,4
16,50,50,Hospital,F,1-14,2
16,51,51,Hospital,F,1-14,1
16,51,51,Hospital,M,1-14,1
16,52,52,Hospital,F,1-14,1
16,52,52,Hospital,M,1-14,1
17,2,54,Hospital,F,1-14,1
17,3,55,Hospital,F,1-14,1
17,4,56,Care Home,M,1-14,1
17,4,56,Hospital,F,1-14,1
17,4,56,Hospital,M,1-14,1
17,5,57,Care Home,M,1-14,2
17,6,58,Hospital,M,1-14,1
17,6,58,Hospital,F,1-14,2
17,7,59,Hospital,F,1-14,2
17,8,60,Home / Non-institution,M,1-14,2
17,8,60,Hospital,M,1-14,1
17,9,61,Home / Non-institution,M,1-14,1
17,9,61,Hospital,F,1-14,1
17,10,62,Home / Non-institution,M,1-14,1
17,10,62,Hospital,F,1-14,1
17,12,64,Home / Non-institution,F,1-14,1
17,12,64,Hospital,M,1-14,1
17,14,66,Hospital,F,1-14,1
17,16,68,Home / Non-institution,F,1-14,1
17,16,68,Home / Non-institution,M,1-14,1
17,16,68,Hospital,M,1-14,1
17,17,69,Hospital,M,1-14,1
17,18,70,Hospital,M,1-14,1
17,19,71,Hospital,F,1-14,1
17,19,71,Hospital,M,1-14,2
17,20,72,Home / Non-institution,F,1-14,1
17,20,72,Home / Non-institution,M,1-14,1
17,23,75,Care Home,M,1-14,1
17,23,75,Hospital,F,1-14,2
17,24,76,Home / Non-institution,F,1-14,1
17,24,76,Home / Non-institution,M,1-14,1
17,24,76,Hospital,M,1-14,1
17,25,77,Care Home,F,1-14,1
17,25,77,Care Home,M,1-14,1
17,25,77,Home / Non-institution,F,1-14,1
17,25,77,Home / Non-institution,M,1-14,1
17,25,77,Hospital,M,1-14,1
17,26,78,Hospital,M,1-14,1
17,27,79,Home / Non-institution,F,1-14,1
17,27,79,Hospital,F,1-14,2
17,28,80,Home / Non-institution,F,1-14,2
17,30,82,Home / Non-institution,F,1-14,1
17,31,83,Care Home,F,1-14,1
17,31,83,Hospital,M,1-14,1
17,32,84,Home / Non-institution,F,1-14,1
17,32,84,Hospital,M,1-14,2
17,34,86,Hospital,F,1-14,1
17,36,88,Hospital,F,1-14,1
17,37,89,Home / Non-institution,F,1-14,1
17,37,89,Home / Non-institution,M,1-14,1
17,38,90,Home / Non-institution,F,1-14,1
17,38,90,Home / Non-institution,M,1-14,1
