Year,Week,WeekX,Location,Sex,Age,Deaths
15,1,1,Hospital,F,0,2
15,1,1,Hospital,M,0,3
15,2,2,Hospital,M,0,2
15,2,2,Hospital,F,0,3
15,3,3,Hospital,F,0,3
15,3,3,Hospital,M,0,3
15,4,4,Home / Non-institution,F,0,1
15,4,4,Hospital,F,0,1
15,4,4,Hospital,M,0,1
15,5,5,Hospital,F,0,3
15,6,6,Home / Non-institution,F,0,1
15,6,6,Hospital,F,0,1
15,6,6,Hospital,M,0,1
15,7,7,Home / Non-institution,M,0,1
15,7,7,Hospital,F,0,2
15,7,7,Hospital,M,0,2
15,8,8,Hospital,F,0,2
15,8,8,Hospital,M,0,4
15,9,9,Care Home,M,0,1
15,9,9,Hospital,F,0,2
15,10,10,Home / Non-institution,F,0,1
15,10,10,Hospital,F,0,2
15,10,10,Hospital,M,0,5
15,11,11,Hospital,M,0,1
15,11,11,Hospital,F,0,2
15,12,12,Home / Non-institution,M,0,2
15,12,12,Hospital,M,0,2
15,13,13,Hospital,F,0,2
15,13,13,Hospital,M,0,4
15,14,14,Hospital,F,0,1
15,14,14,Hospital,M,0,2
15,15,15,Hospital,M,0,2
15,16,16,Hospital,F,0,2
15,17,17,Home / Non-institution,M,0,1
15,17,17,Hospital,M,0,1
15,18,18,Hospital,M,0,1
15,18,18,Hospital,F,0,3
15,19,19,Home / Non-institution,M,0,1
15,19,19,Hospital,F,0,1
15,20,20,Home / Non-institution,F,0,1
15,20,20,Hospital,M,0,3
15,21,21,Hospital,M,0,1
15,22,22,Hospital,F,0,1
15,22,22,Hospital,M,0,3
15,23,23,Hospital,F,0,2
15,24,24,Hospital,M,0,1
15,24,24,Hospital,F,0,3
15,25,25,Care Home,M,0,1
15,25,25,Hospital,F,0,1
15,26,26,Hospital,F,0,1
15,26,26,Hospital,M,0,1
15,27,27,Hospital,M,0,1
15,27,27,Hospital,F,0,3
15,28,28,Home / Non-institution,M,0,1
15,28,28,Hospital,F,0,1
15,28,28,Hospital,M,0,1
15,30,30,Hospital,F,0,1
15,30,30,Hospital,M,0,2
15,31,31,Hospital,M,0,1
15,32,32,Hospital,F,0,1
15,32,32,Hospital,M,0,2
15,33,33,Hospital,F,0,2
15,33,33,Hospital,M,0,3
15,34,34,Hospital,F,0,1
15,34,34,Hospital,M,0,4
15,35,35,Hospital,M,0,1
15,35,35,Hospital,F,0,2
15,36,36,Care Home,F,0,1
15,36,36,Hospital,F,0,1
15,36,36,Hospital,M,0,2
15,37,37,Home / Non-institution,M,0,2
15,37,37,Hospital,M,0,2
15,37,37,Hospital,F,0,4
15,38,38,Hospital,M,0,2
15,38,38,Hospital,F,0,3
15,39,39,Hospital,M,0,1
15,40,40,Home / Non-institution,M,0,1
15,40,40,Hospital,M,0,3
15,41,41,Care Home,F,0,1
15,41,41,Hospital,F,0,1
15,42,42,Hospital,F,0,1
15,42,42,Hospital,M,0,3
15,43,43,Hospital,F,0,1
15,43,43,Hospital,M,0,3
15,44,44,Hospital,F,0,2
15,44,44,Hospital,M,0,3
15,45,45,Hospital,F,0,1
15,45,45,Hospital,M,0,1
15,46,46,Hospital,M,0,1
15,47,47,Care Home,F,0,1
15,47,47,Hospital,F,0,1
15,48,48,Home / Non-institution,M,0,1
15,48,48,Hospital,F,0,1
15,48,48,Hospital,M,0,2
15,49,49,Hospital,M,0,1
15,50,50,Home / Non-institution,M,0,1
15,50,50,Hospital,F,0,4
15,51,51,Care Home,M,0,1
15,51,51,Home / Non-institution,M,0,1
15,51,51,Hospital,M,0,2
15,52,52,Hospital,M,0,2
16,1,54,Hospital,F,0,3
16,2,55,Hospital,F,0,2
16,2,55,Hospital,M,0,2
16,3,56,Hospital,F,0,1
16,3,56,Hospital,M,0,2
16,4,57,Hospital,M,0,3
16,5,58,Hospital,F,0,1
16,5,58,Hospital,M,0,2
16,6,59,Home / Non-institution,M,0,1
16,6,59,Hospital,F,0,2
16,6,59,Hospital,M,0,3
16,7,60,Hospital,M,0,2
16,7,60,Hospital,F,0,5
16,8,61,Hospital,F,0,4
16,9,62,Home / Non-institution,F,0,1
16,9,62,Hospital,F,0,1
16,9,62,Hospital,M,0,3
16,10,63,Home / Non-institution,F,0,1
16,10,63,Hospital,F,0,2
16,10,63,Hospital,M,0,5
16,11,64,Hospital,F,0,1
16,11,64,Hospital,M,0,2
16,12,65,Home / Non-institution,M,0,1
16,12,65,Hospital,F,0,1
16,12,65,Hospital,M,0,3
16,13,66,Hospital,M,0,4
16,14,67,Care Home,M,0,1
16,14,67,Hospital,F,0,1
16,14,67,Hospital,M,0,2
16,15,68,Hospital,F,0,1
16,15,68,Hospital,M,0,2
16,16,69,Care Home,F,0,1
16,16,69,Home / Non-institution,M,0,1
16,16,69,Hospital,F,0,1
16,16,69,Hospital,M,0,1
16,17,70,Hospital,M,0,2
16,17,70,Hospital,F,0,3
16,18,71,Home / Non-institution,F,0,1
16,18,71,Hospital,F,0,1
16,18,71,Hospital,M,0,1
16,19,72,Hospital,F,0,2
16,19,72,Hospital,M,0,2
16,20,73,Hospital,M,0,2
16,21,74,Hospital,F,0,2
16,21,74,Hospital,M,0,2
16,22,75,Hospital,F,0,1
16,22,75,Hospital,M,0,3
16,23,76,Home / Non-institution,F,0,1
16,23,76,Hospital,F,0,1
