Year,Week,WeekX,Location,Sex,Age,Deaths
18,1,1,Hospital,F,0,1
18,2,2,Home / Non-institution,M,0,2
18,2,2,Hospital,F,0,2
18,2,2,Hospital,M,0,4
18,3,3,Hospital,F,0,1
18,4,4,Hospital,M,0,2
18,4,4,Hospital,F,0,4
18,5,5,Hospital,F,0,1
18,5,5,Hospital,M,0,2
18,6,6,Care Home,F,0,1
18,6,6,Hospital,F,0,2
18,6,6,Hospital,M,0,3
18,7,7,Hospital,F,0,2
18,8,8,Hospital,F,0,2
18,9,9,Home / Non-institution,F,0,1
18,9,9,Hospital,M,0,5
18,10,10,Hospital,F,0,3
18,11,11,Hospital,M,0,1
18,12,12,Hospital,M,0,1
18,12,12,Hospital,F,0,3
18,13,13,Hospital,F,0,1
18,14,14,Hospital,M,0,4
18,15,15,Hospital,F,0,1
18,15,15,Hospital,M,0,3
18,16,16,Care Home,M,0,1
18,16,16,Home / Non-institution,M,0,1
18,16,16,Hospital,M,0,1
18,16,16,Hospital,F,0,4
18,17,17,Hospital,F,0,1
18,17,17,Hospital,M,0,1
18,18,18,Home / Non-institution,M,0,1
18,18,18,Hospital,M,0,2
18,18,18,Hospital,F,0,3
18,19,19,Hospital,M,0,1
18,20,20,Hospital,M,0,1
18,20,20,Hospital,F,0,2
18,21,21,Hospital,F,0,1
18,21,21,Hospital,M,0,1
18,22,22,Hospital,F,0,1
18,22,22,Hospital,M,0,1
18,24,24,Hospital,F,0,2
18,25,25,Hospital,F,0,1
18,26,26,Hospital,F,0,1
18,27,27,Home / Non-institution,F,0,1
18,27,27,Hospital,F,0,1
18,27,27,Hospital,M,0,1
18,28,28,Home / Non-institution,M,0,1
18,28,28,Hospital,M,0,1
18,28,28,Hospital,F,0,2
18,29,29,Home / Non-institution,M,0,1
18,29,29,Hospital,F,0,1
18,29,29,Hospital,M,0,1
18,30,30,Hospital,F,0,1
18,30,30,Hospital,M,0,3
18,31,31,Home / Non-institution,M,0,1
18,32,32,Hospital,F,0,1
18,33,33,Hospital,F,0,3
18,33,33,Hospital,M,0,4
18,35,35,Hospital,M,0,2
18,36,36,Home / Non-institution,F,0,1
18,36,36,Hospital,M,0,2
18,37,37,Hospital,F,0,2
18,37,37,Hospital,M,0,4
18,38,38,Hospital,M,0,1
18,38,38,Hospital,F,0,3
18,39,39,Hospital,F,0,1
18,39,39,Hospital,M,0,1
18,40,40,Hospital,F,0,1
18,41,41,Home / Non-institution,F,0,1
18,41,41,Hospital,F,0,1
18,41,41,Hospital,M,0,2
18,42,42,Hospital,F,0,2
18,42,42,Hospital,M,0,2
18,43,43,Home / Non-institution,M,0,1
18,43,43,Hospital,F,0,1
18,43,43,Hospital,M,0,2
18,44,44,Hospital,F,0,3
18,45,45,Home / Non-institution,F,0,1
18,45,45,Hospital,M,0,1
18,45,45,Hospital,F,0,2
18,46,46,Hospital,F,0,1
18,47,47,Home / Non-institution,M,0,1
18,47,47,Hospital,F,0,1
18,47,47,Hospital,M,0,4
18,49,49,Hospital,F,0,1
18,50,50,Care Home,F,0,2
18,50,50,Home / Non-institution,M,0,1
18,50,50,Hospital,F,0,1
18,50,50,Hospital,M,0,1
18,51,51,Hospital,M,0,1
18,51,51,Hospital,F,0,3
18,52,52,Hospital,F,0,1
18,52,52,Hospital,M,0,5
19,1,53,Care Home,M,0,1
19,1,53,Hospital,F,0,1
19,1,53,Hospital,M,0,2
19,2,54,Home / Non-institution,M,0,1
19,2,54,Hospital,M,0,3
19,3,55,Hospital,F,0,2
19,3,55,Hospital,M,0,3
19,4,56,Home / Non-institution,M,0,1
19,4,56,Hospital,M,0,1
19,5,57,Hospital,F,0,1
19,5,57,Hospital,M,0,3
19,6,58,Hospital,M,0,3
19,6,58,Hospital,F,0,4
19,7,59,Hospital,F,0,2
19,7,59,Hospital,M,0,3
19,8,60,Hospital,F,0,1
19,8,60,Hospital,M,0,1
19,9,61,Hospital,F,0,1
19,9,61,Hospital,M,0,4
19,10,62,Hospital,M,0,1
19,10,62,Hospital,F,0,2
19,11,63,Hospital,F,0,1
19,11,63,Hospital,M,0,1
19,12,64,Home / Non-institution,F,0,1
19,12,64,Hospital,F,0,1
19,12,64,Hospital,M,0,4
19,13,65,Hospital,F,0,1
19,14,66,Hospital,F,0,2
19,15,67,Hospital,M,0,1
19,15,67,Hospital,F,0,3
19,16,68,Hospital,F,0,1
19,17,69,Hospital,F,0,1
19,17,69,Hospital,M,0,2
19,18,70,Hospital,M,0,1
19,18,70,Hospital,F,0,2
19,19,71,Hospital,M,0,1
